case_id,customer_id,region,industry,customer_tier,pump_model,model_family,complexity_class,pump_age_years,operating_hours,prior_repairs_count,error_code,failure_type,severity,priority,warranty_flag,technician_id,technician_experience_years,critical_part_id,critical_part_supplier_id,parts_from_hq_flag,maintenance_kit_applied,maintenance_kit_type,maintenance_kit_threshold_hours,intake_date,received_date,diagnosis_date,repair_start_date,repair_end_date,qa_date,shipped_back_date,waiting_for_parts_days,queue_days,active_repair_days,rework_count,rework_days,qa_duration_days,repair_duration_days,qa_failed_flag,parts_cost_eur,labor_hours
RMA9500066,CUST10177,DACH,Semiconductor,Standard,G200D,G,Medium,7.48,2399,0,VIB_02,Vibration,high,High,0,TECH218,6.0,G200D_ADD_INLET_VALVE_PLATE_G_SERIES,SUP307,0,0,,9000,2025-07-18,2025-07-19,2025-07-22,2025-07-22,2025-07-31,2025-08-01,2025-07-29,2,3,7.42,1,0.92,1.0,10.72,0,480.72,52.21
RMA9500067,CUST10124,DACH,Semiconductor,Standard,R300,R,Medium,9.15,6805,1,PM_SCHED,Preventive maintenance,low,Normal,0,TECH214,4.0,R300_KIT_SLEEVE_SN1_8,SUP301,1,1,PMKIT_R300,7000,2025-07-04,2025-07-07,2025-07-09,2025-07-11,2025-07-13,2025-07-14,2025-07-11,5,1,1.93,0,0.0,1.18,4.32,0,2210.8,14.16
RMA9500068,CUST10270,DACH,R&D,Standard,R300,R,Medium,2.89,3145,1,CONT_05,Contamination,medium,Normal,0,TECH203,9.0,R300_ADD_BEARING_SET_R_SERIES,SUP301,1,0,,7000,2025-04-28,2025-04-30,2025-05-01,2025-05-02,2025-05-09,2025-05-09,2025-05-28,5,3,6.45,0,0.0,0.88,28.43,0,519.68,38.93
RMA9500069,CUST10179,US,Semiconductor,Key Account,LD50,LD,Low,8.81,9611,4,PM_SCHED,Preventive maintenance,low,Normal,0,TECH217,4.0,LD50_ADD_FILTER_ELEMENT_LD_SERIES,SUP302,1,1,PMKIT_LD50,9500,2025-12-23,2025-12-27,2025-12-29,2025-12-30,2026-01-01,2026-01-02,2025-12-30,5,4,1.8,0,0.0,0.71,3.62,0,578.01,13.26
RMA9500070,CUST10092,DACH,Automotive,Standard,LD50,LD,Low,7.51,9920,1,PM_SCHED,Preventive maintenance,low,Normal,1,TECH218,6.0,LD50_KIT_SPRING_PHI10X22,SUP301,1,1,PMKIT_LD50,9500,2024-02-08,2024-02-09,2024-02-11,2024-02-12,2024-02-14,2024-02-15,2024-02-12,2,2,1.88,0,0.0,0.65,3.9,0,534.8,13.8
RMA9500071,CUST10299,DACH,Pharma,Standard,LD50,LD,Low,5.55,951,3,TEMP_03,Overheating,high,High,0,TECH219,4.0,LD50_ADD_FILTER_ELEMENT_LD_SERIES,SUP302,1,0,,9500,2024-10-25,2024-10-29,2024-10-31,2024-10-31,2024-11-06,2024-11-07,2024-11-14,0,1,6.56,0,0.0,0.8,16.17,0,308.26,40.02
RMA9500072,CUST10297,EMEA,Semiconductor,Standard,R600,R,High,4.29,7386,0,PM_SCHED,Preventive maintenance,low,Normal,0,TECH211,10.0,R600_KIT_O_RING_S_24,SUP301,1,1,PMKIT_R600,8000,2025-08-25,2025-08-26,2025-08-29,2025-08-31,2025-09-02,2025-09-04,2025-08-29,4,3,2.4,0,0.0,1.38,3.41,0,2132.65,15.34
RMA9500073,CUST10099,DACH,Semiconductor,Key Account,R300,R,Medium,1.44,5835,4,TEMP_03,Overheating,high,High,0,TECH215,8.0,R300_ADD_BEARING_SET_R_SERIES,SUP301,1,0,,7000,2024-06-16,2024-06-17,2024-06-20,2024-06-22,2024-07-01,2024-07-02,2024-07-02,5,4,8.66,0,0.0,1.18,15.77,0,600.06,55.7
RMA9500074,CUST10151,DACH,Automotive,Key Account,LD50,LD,Low,9.41,6045,0,TEMP_03,Overheating,high,High,0,TECH218,6.0,LD50_ADD_BEARING_SET_LD_SERIES,SUP301,1,0,,9500,2024-02-25,2024-02-28,2024-03-01,2024-03-02,2024-03-11,2024-03-12,2024-03-13,5,3,7.29,1,1.31,1.14,14.89,1,308.26,53.47
RMA9500075,CUST10309,DACH,Semiconductor,Standard,G100D,G,Medium,8.65,2719,4,CONT_05,Contamination,medium,Normal,0,TECH205,6.0,G100D_ADD_FILTER_ELEMENT_G_SERIES,SUP301,1,0,,8000,2024-08-12,2024-08-15,2024-08-18,2024-08-19,2024-08-24,2024-08-25,2024-09-13,3,4,5.29,0,0.0,0.79,29.19,0,250.45,30.94
RMA9500076,CUST10185,DACH,Semiconductor,Standard,LD50,LD,Low,7.22,9220,2,PM_SCHED,Preventive maintenance,low,Normal,0,TECH205,6.0,LD50_KIT_O_RING_P_24,SUP301,1,1,PMKIT_LD50,9500,2025-01-28,2025-01-30,2025-02-01,2025-02-01,2025-02-03,2025-02-04,2025-02-02,3,1,1.97,0,0.0,1.21,3.76,0,534.8,11.31
RMA9500077,CUST10304,US,R&D,Standard,LD50,LD,Low,8.58,9625,1,PM_SCHED,Preventive maintenance,low,Normal,0,TECH207,5.0,LD50_KIT_NO_1_VANE_62X155XT6,SUP301,1,1,PMKIT_LD50,9500,2025-09-25,2025-09-28,2025-09-30,2025-10-02,2025-10-04,2025-10-05,2025-10-01,4,2,1.9,0,0.0,1.17,3.74,0,534.8,12.53
RMA9500078,CUST10259,DACH,Semiconductor,Standard,G400D,G,High,6.85,12256,2,VIB_02,Vibration,high,High,0,TECH204,12.0,G400D_ADD_BEARING_SET_G_SERIES,SUP305,0,0,,10000,2024-09-23,2024-09-25,2024-09-28,2024-09-30,2024-10-11,2024-10-12,2024-10-05,1,4,10.36,0,0.0,0.71,10.72,0,585.04,68.08
RMA9500079,CUST10292,EMEA,Automotive,Standard,T1200,T,High,5.27,7723,1,PM_SCHED,Preventive maintenance,low,Normal,0,TECH209,6.0,T1200_KIT_SPRING_PHI10X22,SUP301,1,1,PMKIT_T1200,6500,2024-12-14,2024-12-16,2024-12-17,2024-12-18,2024-12-21,2024-12-22,2024-12-18,0,4,3.18,0,0.0,0.7,2.73,0,1461.04,23.25
RMA9500080,CUST10144,EMEA,Pharma,Standard,T1200,T,High,7.6,3421,4,LEAK_01,Seal/Leak,medium,Normal,1,TECH215,8.0,T1200_ADD_BEARING_SET_T_SERIES,SUP310,1,0,,6500,2025-04-22,2025-04-25,2025-04-27,2025-04-29,2025-05-07,2025-05-08,2025-05-10,4,0,7.69,0,0.0,1.34,15.63,1,1152.24,44.5
RMA9500081,CUST10153,EMEA,Pharma,Standard,G200D,G,Medium,1.41,11262,0,TEMP_03,Overheating,high,High,0,TECH224,9.0,G200D_ADD_FILTER_ELEMENT_G_SERIES,SUP310,0,0,,9000,2024-09-30,2024-10-03,2024-10-05,2024-10-07,2024-10-16,2024-10-17,2024-10-18,2,3,9.37,0,0.0,0.78,15.28,1,164.69,66.52
RMA9500082,CUST10104,US,Automotive,Key Account,LD50,LD,Low,4.15,9416,4,PM_SCHED,Preventive maintenance,low,Normal,0,TECH213,4.0,LD50_KIT_O_RING_P_8,SUP301,1,1,PMKIT_LD50,9500,2025-03-04,2025-03-05,2025-03-08,2025-03-08,2025-03-10,2025-03-11,2025-03-09,0,1,1.54,1,0.92,1.01,4.01,0,534.8,10.65
RMA9500083,CUST10125,DACH,Vacuum Coating,Strategic,R600,R,High,6.07,6425,0,CTRL_04,Control electronics,medium,Normal,0,TECH215,8.0,R600_ADD_OIL_MIST_FILTER_R_SERIES,SUP310,1,0,,8000,2024-08-12,2024-08-15,2024-08-16,2024-08-18,2024-08-26,2024-08-27,2024-09-13,2,4,8.22,0,0.0,0.94,29.13,0,553.32,48.45
RMA9500084,CUST10209,DACH,Pharma,Standard,G100D,G,Medium,6.26,7678,3,PM_SCHED,Preventive maintenance,low,Normal,0,TECH218,6.0,G100D_ADD_BEARING_SET_G_SERIES,SUP301,1,1,PMKIT_G100D,8000,2025-06-28,2025-06-30,2025-07-02,2025-07-03,2025-07-05,2025-07-06,2025-07-03,4,3,2.05,0,0.0,1.11,3.3,0,2132.98,11.58
RMA9500085,CUST10155,DACH,Vacuum Coating,Standard,G200D,G,Medium,3.42,9548,1,PM_SCHED,Preventive maintenance,low,Normal,0,TECH209,6.0,G200D_KIT_O_RING_P_24,SUP301,1,1,PMKIT_G200D,9000,2025-11-06,2025-11-07,2025-11-09,2025-11-09,2025-11-12,2025-11-13,2025-11-10,1,1,2.34,1,0.58,1.17,3.14,0,1915.55,17.19
RMA9500086,CUST10179,US,Semiconductor,Key Account,R600,R,High,4.22,8699,3,CONT_05,Contamination,medium,Normal,0,TECH206,7.0,R600_ADD_EXHAUST_VALVE_PLATE_R_SERIES,SUP301,1,0,,8000,2025-11-20,2025-11-22,2025-11-25,2025-11-25,2025-12-03,2025-12-04,2025-12-20,1,2,8.27,0,0.0,1.0,28.79,0,638.41,52.98
RMA9500087,CUST10277,DACH,Semiconductor,Standard,G400D,G,High,8.72,10159,2,PM_SCHED,Preventive maintenance,low,Normal,1,TECH213,4.0,G400D_ADD_INLET_VALVE_PLATE_G_SERIES,SUP303,1,1,PMKIT_G400D,10000,2025-04-19,2025-04-21,2025-04-23,2025-04-23,2025-04-26,2025-04-27,2025-04-25,0,1,2.76,0,0.0,0.71,4.0,1,2294.08,16.44
RMA9500088,CUST10250,DACH,Vacuum Coating,Standard,R600,R,High,1.88,8596,0,PM_SCHED,Preventive maintenance,low,Normal,0,TECH201,12.0,R600_KIT_BEARING_6002_OPEN,SUP301,1,1,PMKIT_R600,8000,2024-05-01,2024-05-02,2024-05-04,2024-05-05,2024-05-08,2024-05-09,2024-05-04,3,4,3.07,0,0.0,1.06,2.98,0,2132.65,21.28
RMA9500089,CUST10214,DACH,Aerospace,Key Account,LD50,LD,Low,4.63,8675,3,PM_SCHED,Preventive maintenance,low,Normal,0,TECH213,4.0,LD50_KIT_OIL_SEAL_HTC_17_40_9,SUP301,1,1,PMKIT_LD50,9500,2024-09-19,2024-09-21,2024-09-23,2024-09-24,2024-09-26,2024-09-27,2024-09-24,2,2,1.61,0,0.0,1.27,3.67,0,534.8,11.72
RMA9500090,CUST10165,APAC,Semiconductor,Standard,G200D,G,Medium,5.69,10839,4,VIB_02,Vibration,high,High,0,TECH211,10.0,G200D_ADD_FILTER_ELEMENT_G_SERIES,SUP310,0,0,,9000,2025-07-16,2025-07-17,2025-07-19,2025-07-20,2025-07-28,2025-07-29,2025-07-27,0,2,8.35,0,0.0,0.97,10.61,0,582.97,60.93
RMA9500091,CUST10194,US,Pharma,Standard,G200D,G,Medium,8.17,7645,1,PM_SCHED,Preventive maintenance,low,Normal,0,TECH227,5.0,G200D_KIT_OIL_SEAL_HTC_17_40_9,SUP301,1,1,PMKIT_G200D,9000,2024-02-17,2024-02-20,2024-02-21,2024-02-21,2024-02-23,2024-02-24,2024-02-24,4,0,2.12,0,0.0,0.86,4.2,0,1915.55,11.97
RMA9500092,CUST10210,DACH,R&D,Key Account,R600,R,High,0.89,911,3,CTRL_04,Control electronics,medium,Normal,0,TECH208,7.0,R600_ADD_EXHAUST_VALVE_PLATE_R_SERIES,SUP301,1,0,,8000,2024-04-01,2024-04-03,2024-04-05,2024-04-06,2024-04-13,2024-04-14,2024-04-12,5,2,6.52,0,0.0,0.86,9.29,0,403.75,36.78
RMA9500093,CUST10265,APAC,R&D,Strategic,G100D,G,Medium,6.71,9347,3,TEMP_03,Overheating,high,High,1,TECH226,4.0,G100D_ADD_CORROSION_SEAL_SET_G_SERIES,SUP309,1,0,,8000,2025-03-20,2025-03-24,2025-03-26,2025-03-26,2025-04-03,2025-04-04,2025-04-08,3,2,7.89,0,0.0,0.9,15.54,0,347.76,43.71
RMA9500094,CUST10295,US,Semiconductor,Standard,R600,R,High,3.34,7734,2,PM_SCHED,Preventive maintenance,low,Normal,0,TECH226,4.0,R600_KIT_OIL_LEVEL_GAUGE,SUP301,1,1,PMKIT_R600,8000,2024-02-26,2024-03-01,2024-03-04,2024-03-06,2024-03-09,2024-03-10,2024-03-04,3,3,2.56,0,0.0,1.0,3.18,0,2132.65,14.82
RMA9500095,CUST10046,EMEA,Automotive,Standard,G200D,G,Medium,5.03,6526,2,PM_SCHED,Preventive maintenance,low,Normal,0,TECH202,4.0,G200D_ADD_INLET_VALVE_PLATE_G_SERIES,SUP307,1,1,PMKIT_G200D,9000,2025-09-03,2025-09-04,2025-09-06,2025-09-08,2025-09-10,2025-09-11,2025-09-06,4,0,2.13,0,0.0,1.05,2.92,0,2344.55,13.76
RMA9500096,CUST10045,US,Automotive,Standard,R300,R,Medium,6.68,7153,2,LEAK_01,Seal/Leak,medium,Normal,0,TECH214,4.0,R300_ADD_VIBRATION_DAMPER_R_SERIES,SUP308,1,0,,7000,2024-09-03,2024-09-06,2024-09-08,2024-09-09,2024-09-14,2024-09-15,2024-09-15,0,4,5.44,0,0.0,1.01,9.9,0,557.97,38.84
RMA9500097,CUST10095,DACH,R&D,Standard,R300,R,Medium,0.64,7841,1,PM_SCHED,Preventive maintenance,low,Normal,0,TECH207,5.0,R300_KIT_SLEEVE_SN1_8,SUP301,1,1,PMKIT_R300,7000,2025-10-03,2025-10-04,2025-10-06,2025-10-06,2025-10-08,2025-10-09,2025-10-07,3,4,2.06,0,0.0,0.8,3.17,0,2210.8,14.86
RMA9500098,CUST10299,DACH,Pharma,Standard,G100D,G,Medium,2.47,10697,1,CTRL_04,Control electronics,medium,Normal,0,TECH211,10.0,G100D_ADD_BEARING_SET_G_SERIES,SUP301,1,0,,8000,2025-08-25,2025-08-28,2025-08-31,2025-08-31,2025-09-06,2025-09-07,2025-09-16,2,2,5.32,0,0.0,0.91,19.33,0,555.5,33.89
RMA9500099,CUST10124,DACH,Semiconductor,Standard,R300,R,Medium,9.28,7806,2,PM_SCHED,Preventive maintenance,low,Normal,1,TECH219,4.0,R300_ADD_OIL_MIST_FILTER_R_SERIES,SUP305,1,1,PMKIT_R300,7000,2024-02-01,2024-02-04,2024-02-07,2024-02-07,2024-02-09,2024-02-11,2024-02-07,2,0,2.15,0,0.0,1.14,3.83,0,2252.89,15.49
RMA9500100,CUST10241,EMEA,R&D,Standard,G200D,G,Medium,8.97,8212,0,PM_SCHED,Preventive maintenance,low,Normal,0,TECH210,7.0,G200D_KIT_OIL_SEAL_SC_17_30_7,SUP301,1,1,PMKIT_G200D,9000,2024-03-11,2024-03-15,2024-03-16,2024-03-16,2024-03-18,2024-03-19,2024-03-18,4,0,1.97,0,0.0,1.0,3.33,0,1915.55,12.17
RMA9500101,CUST10268,APAC,Semiconductor,Key Account,G100D,G,Medium,3.37,7702,0,PM_SCHED,Preventive maintenance,low,Normal,0,TECH210,7.0,G100D_KIT_OIL_SEAL_HTC_17_40_9,SUP301,1,1,PMKIT_G100D,8000,2024-06-17,2024-06-18,2024-06-20,2024-06-22,2024-06-25,2024-06-25,2024-06-21,5,2,2.39,0,0.0,0.79,3.17,0,1958.51,15.54
RMA9500102,CUST10201,EMEA,Automotive,Standard,T800,T,High,4.15,4717,4,PM_SCHED,Preventive maintenance,low,Normal,0,TECH227,5.0,T800_KIT_OIL_SEAL_SC_17_30_7,SUP301,1,1,PMKIT_T800,6000,2025-10-15,2025-10-16,2025-10-18,2025-10-19,2025-10-21,2025-10-22,2025-10-19,4,3,2.63,0,0.0,1.14,3.28,0,1408.59,16.94
RMA9500103,CUST10019,US,Vacuum Coating,Key Account,T1200,T,High,4.22,6133,1,PM_SCHED,Preventive maintenance,low,Normal,0,TECH222,4.0,T1200_ADD_PRESSURE_SENSOR_T_SERIES_SPARE,SUP301,1,1,PMKIT_T1200,6500,2024-07-10,2024-07-11,2024-07-12,2024-07-14,2024-07-17,2024-07-18,2024-07-14,5,1,3.09,0,0.0,1.17,3.1,0,1876.68,17.34
RMA9500104,CUST10168,DACH,Automotive,Standard,G400D,G,High,3.97,10372,4,VIB_02,Vibration,high,High,0,TECH202,4.0,G400D_ADD_INLET_VALVE_PLATE_G_SERIES,SUP303,0,0,,10000,2025-05-07,2025-05-11,2025-05-13,2025-05-15,2025-05-25,2025-05-27,2025-05-21,0,3,10.82,0,0.0,1.36,10.33,1,496.22,65.9
RMA9500105,CUST10203,DACH,R&D,Key Account,G400D,G,High,9.19,9138,1,PM_SCHED,Preventive maintenance,low,Normal,0,TECH203,9.0,G400D_KIT_MIDDLE_PIN_PHI2XPHI34X27,SUP301,1,1,PMKIT_G400D,10000,2025-01-19,2025-01-23,2025-01-26,2025-01-27,2025-01-29,2025-01-31,2025-01-27,4,2,2.54,0,0.0,1.18,4.08,1,1932.21,18.69
RMA9500106,CUST10092,DACH,Automotive,Standard,LD50,LD,Low,8.3,8780,3,LEAK_01,Seal/Leak,medium,Normal,0,TECH210,7.0,LD50_ADD_FILTER_ELEMENT_LD_SERIES,SUP302,1,0,,9500,2025-07-08,2025-07-11,2025-07-12,2025-07-14,2025-07-19,2025-07-20,2025-07-20,5,0,5.01,0,0.0,1.16,9.53,0,308.26,36.6
RMA9500107,CUST10014,EMEA,Pharma,Standard,G200D,G,Medium,2.26,2283,3,VIB_02,Vibration,high,High,0,TECH211,10.0,G200D_ADD_BEARING_SET_G_SERIES,SUP300,0,0,,9000,2024-08-30,2024-09-02,2024-09-03,2024-09-04,2024-09-11,2024-09-12,2024-09-12,1,0,7.62,0,0.0,0.85,10.3,0,494.06,56.36
RMA9500108,CUST10201,EMEA,Automotive,Standard,G100D,G,Medium,9.11,8300,1,LEAK_01,Seal/Leak,medium,Normal,0,TECH225,5.0,G100D_ADD_ANTI_CORROSION_FASTENER_SET_G_SERIES,SUP300,1,0,,8000,2025-12-21,2025-12-22,2025-12-24,2025-12-26,2026-01-01,2026-01-02,2025-12-28,0,0,5.39,0,0.0,1.06,6.54,0,302.91,33.89
RMA9500109,CUST10095,DACH,R&D,Standard,T800,T,High,7.53,5855,1,PM_SCHED,Preventive maintenance,low,Normal,0,TECH224,9.0,T800_KIT_PRESSURE_SENSOR_T_SERIES,SUP301,1,1,PMKIT_T800,6000,2025-06-22,2025-06-24,2025-06-27,2025-06-27,2025-06-29,2025-07-01,2025-06-27,3,4,2.78,0,0.0,1.34,3.72,0,1408.59,20.17
RMA9500110,CUST10128,DACH,R&D,Key Account,R300,R,Medium,6.87,7796,2,PM_SCHED,Preventive maintenance,low,Normal,0,TECH220,4.0,R300_KIT_O_RING_P_12,SUP301,1,1,PMKIT_R300,7000,2024-02-09,2024-02-12,2024-02-15,2024-02-17,2024-02-20,2024-02-21,2024-02-14,4,3,2.46,0,0.0,1.02,2.92,0,2210.8,16.34
RMA9500111,CUST10047,DACH,Semiconductor,Standard,G400D,G,High,5.9,9972,3,PM_SCHED,Preventive maintenance,low,Normal,0,TECH217,4.0,G400D_ADD_CORROSION_SEAL_SET_G_SERIES,SUP311,1,1,PMKIT_G400D,10000,2025-08-29,2025-08-31,2025-09-02,2025-09-03,2025-09-06,2025-09-07,2025-09-03,1,3,3.12,0,0.0,0.75,3.58,0,2294.08,22.38
RMA9500112,CUST10079,EMEA,Vacuum Coating,Standard,R300,R,Medium,8.25,7159,0,PM_SCHED,Preventive maintenance,low,Normal,0,TECH202,4.0,R300_ADD_EXHAUST_VALVE_PLATE_R_SERIES,SUP311,1,1,PMKIT_R300,7000,2024-06-25,2024-06-27,2024-06-28,2024-06-29,2024-07-01,2024-07-02,2024-06-30,3,1,2.46,0,0.0,1.2,3.85,0,2569.59,14.88
RMA9500113,CUST10210,DACH,R&D,Key Account,G100D,G,Medium,4.9,6774,3,TEMP_03,Overheating,high,High,0,TECH207,5.0,G100D_ADD_BEARING_SET_G_SERIES,SUP301,1,0,,8000,2024-09-24,2024-09-28,2024-10-01,2024-10-01,2024-10-10,2024-10-11,2024-10-14,2,4,8.92,0,0.0,1.39,16.48,0,631.48,54.75
RMA9500114,CUST10168,DACH,Automotive,Standard,G200D,G,Medium,1.94,3844,0,CONT_05,Contamination,medium,Normal,1,TECH219,4.0,G200D_ADD_INLET_VALVE_PLATE_G_SERIES,SUP307,0,0,,9000,2025-07-04,2025-07-05,2025-07-06,2025-07-06,2025-07-11,2025-07-12,2025-08-02,2,1,5.2,0,0.0,0.62,28.12,0,494.06,29.85
RMA9500115,CUST10234,DACH,Vacuum Coating,Standard,G200D,G,Medium,0.74,12958,0,LEAK_01,Seal/Leak,medium,Normal,0,TECH210,7.0,G200D_ADD_CORROSION_SEAL_SET_G_SERIES,SUP305,0,0,,9000,2024-09-21,2024-09-24,2024-09-25,2024-09-25,2024-10-01,2024-10-02,2024-09-30,1,1,5.73,0,0.0,1.07,6.67,0,538.41,37.46
RMA9500116,CUST10142,DACH,Automotive,Standard,R600,R,High,7.01,3273,4,LEAK_01,Seal/Leak,medium,Normal,0,TECH226,4.0,R600_ADD_CORROSION_SEAL_SET_R_SERIES,SUP301,1,0,,8000,2024-05-30,2024-06-02,2024-06-05,2024-06-07,2024-06-13,2024-06-15,2024-06-10,2,1,6.49,0,0.0,1.19,8.84,0,453.49,39.33
RMA9500117,CUST10249,DACH,R&D,Standard,G100D,G,Medium,6.67,7418,2,PM_SCHED,Preventive maintenance,low,Normal,0,TECH217,4.0,G100D_KIT_O_RING_P_12,SUP301,1,1,PMKIT_G100D,8000,2025-09-03,2025-09-04,2025-09-06,2025-09-06,2025-09-08,2025-09-09,2025-09-07,0,4,2.32,0,0.0,1.16,3.2,0,1958.51,14.1
RMA9500118,CUST10259,DACH,Semiconductor,Standard,G400D,G,High,4.27,10472,2,PM_SCHED,Preventive maintenance,low,Normal,0,TECH220,4.0,G400D_KIT_GASKET_PLATE_REINFORCED,SUP301,1,1,PMKIT_G400D,10000,2025-12-29,2026-01-01,2026-01-02,2026-01-03,2026-01-06,2026-01-08,2026-01-04,3,2,2.99,0,0.0,1.32,3.88,0,1932.21,16.54
RMA9500119,CUST10235,US,Pharma,Standard,G400D,G,High,6.24,14655,0,VIB_02,Vibration,high,High,0,TECH202,4.0,G400D_ADD_BEARING_SET_G_SERIES,SUP305,0,0,,10000,2025-01-19,2025-01-21,2025-01-22,2025-01-22,2025-02-02,2025-02-03,2025-01-31,0,2,10.28,0,0.0,0.91,10.92,0,585.04,66.96
RMA9500120,CUST10181,DACH,Semiconductor,Key Account,T800,T,High,8.2,7774,3,CONT_05,Contamination,medium,Normal,0,TECH215,8.0,T800_ADD_CORROSION_SEAL_SET_T_SERIES,SUP301,1,0,,6000,2024-02-27,2024-03-01,2024-03-04,2024-03-04,2024-03-12,2024-03-13,2024-03-30,3,4,8.18,0,0.0,0.62,29.14,0,1081.27,57.74
RMA9500121,CUST10154,APAC,R&D,Key Account,G200D,G,Medium,4.74,10278,3,VIB_02,Vibration,high,High,0,TECH211,10.0,G200D_ADD_FILTER_ELEMENT_G_SERIES,SUP310,0,0,,9000,2024-02-09,2024-02-11,2024-02-12,2024-02-13,2024-02-21,2024-02-22,2024-02-21,2,0,8.67,0,0.0,0.93,10.11,0,582.97,51.27
RMA9500122,CUST10270,DACH,R&D,Standard,G400D,G,High,6.18,10334,1,PM_SCHED,Preventive maintenance,low,Normal,0,TECH222,4.0,G400D_KIT_BEARING_6002_OPEN,SUP301,1,1,PMKIT_G400D,10000,2024-10-05,2024-10-07,2024-10-08,2024-10-08,2024-10-11,2024-10-12,2024-10-11,0,2,3.16,0,0.0,1.11,4.18,0,1932.21,23.51
RMA9500123,CUST10101,APAC,Semiconductor,Standard,G400D,G,High,4.81,10878,4,PM_SCHED,Preventive maintenance,low,Normal,0,TECH225,5.0,G400D_ADD_BEARING_SET_G_SERIES,SUP305,1,1,PMKIT_G400D,10000,2024-08-18,2024-08-19,2024-08-20,2024-08-21,2024-08-24,2024-08-25,2024-08-21,0,1,2.84,0,0.0,0.96,2.92,1,2105.42,20.24
RMA9500124,CUST10210,DACH,R&D,Key Account,R600,R,High,1.64,7401,1,PM_SCHED,Preventive maintenance,low,Normal,0,TECH202,4.0,R600_KIT_OIL_SEAL_SC_15_30_7,SUP301,1,1,PMKIT_R600,8000,2024-09-08,2024-09-10,2024-09-11,2024-09-11,2024-09-13,2024-09-14,2024-09-13,5,2,2.48,0,0.0,0.77,3.4,0,2132.65,17.26
RMA9500125,CUST10154,APAC,R&D,Key Account,R300,R,Medium,1.5,6722,3,PM_SCHED,Preventive maintenance,low,Normal,0,TECH213,4.0,R300_KIT_NO_2_VANE_20X14XT6,SUP301,1,1,PMKIT_R300,7000,2025-07-05,2025-07-08,2025-07-11,2025-07-11,2025-07-13,2025-07-13,2025-07-12,1,2,2.02,0,0.0,0.63,4.03,0,2210.8,11.78
RMA9500126,CUST10037,DACH,Vacuum Coating,Standard,R600,R,High,6.37,7415,0,PM_SCHED,Preventive maintenance,low,Normal,0,TECH207,5.0,R600_ADD_EXHAUST_VALVE_PLATE_R_SERIES,SUP301,1,1,PMKIT_R600,8000,2025-09-22,2025-09-25,2025-09-27,2025-09-29,2025-10-02,2025-10-03,2025-09-28,4,3,2.86,0,0.0,1.34,3.24,0,2451.31,19.28
RMA9500127,CUST10117,DACH,Vacuum Coating,Key Account,R300,R,Medium,6.49,3065,0,LEAK_01,Seal/Leak,medium,Normal,0,TECH223,7.0,R300_ADD_BEARING_SET_R_SERIES,SUP301,1,0,,7000,2025-07-06,2025-07-08,2025-07-09,2025-07-11,2025-07-16,2025-07-17,2025-07-09,1,1,5.19,0,0.0,1.36,1.0,0,370.85,37.32
RMA9500128,CUST10117,DACH,Vacuum Coating,Key Account,R300,R,Medium,8.47,6705,4,PM_SCHED,Preventive maintenance,low,Normal,0,TECH209,6.0,R300_KIT_O_RING_V_160_1,SUP301,1,1,PMKIT_R300,7000,2025-10-09,2025-10-11,2025-10-13,2025-10-14,2025-10-17,2025-10-18,2025-10-14,0,1,2.12,0,0.0,0.99,3.89,0,2210.8,15.44
RMA9500129,CUST10211,US,Automotive,Standard,T800,T,High,4.15,5725,1,PM_SCHED,Preventive maintenance,low,Normal,0,TECH204,12.0,T800_KIT_TEFLON_TUBE_OD1_8,SUP301,1,1,PMKIT_T800,6000,2025-06-01,2025-06-05,2025-06-07,2025-06-07,2025-06-10,2025-06-11,2025-06-08,0,4,2.62,0,0.0,0.76,3.21,0,1408.59,15.19
RMA9500130,CUST10243,DACH,Pharma,Strategic,R600,R,High,1.08,6903,4,PM_SCHED,Preventive maintenance,low,Normal,0,TECH205,6.0,R600_KIT_O_RING_P_8,SUP301,1,1,PMKIT_R600,8000,2025-08-12,2025-08-16,2025-08-19,2025-08-21,2025-08-24,2025-08-25,2025-08-18,1,3,2.82,1,0.55,1.3,2.49,0,2132.65,19.55
RMA9500131,CUST10105,DACH,Pharma,Standard,LD50,LD,Low,6.13,12217,1,LEAK_01,Seal/Leak,medium,Normal,0,TECH223,7.0,LD50_ADD_FILTER_ELEMENT_LD_SERIES,SUP302,1,0,,9500,2024-02-18,2024-02-20,2024-02-21,2024-02-23,2024-02-28,2024-02-29,2024-02-21,0,3,4.23,1,1.31,1.37,1.64,0,308.26,24.8
RMA9500132,CUST10127,DACH,Vacuum Coating,Strategic,G100D,G,Medium,1.62,8176,4,CTRL_04,Control electronics,medium,Normal,0,TECH202,4.0,G100D_ADD_FILTER_ELEMENT_G_SERIES,SUP301,1,0,,8000,2024-08-23,2024-08-27,2024-08-29,2024-08-29,2024-09-05,2024-09-06,2024-09-13,4,0,6.42,1,0.76,1.16,17.06,0,631.48,47.84
RMA9500133,CUST10288,EMEA,Semiconductor,Standard,LD50,LD,Low,9.26,13899,1,LEAK_01,Seal/Leak,medium,Normal,0,TECH208,7.0,LD50_ADD_BEARING_SET_LD_SERIES,SUP301,1,0,,9500,2025-06-03,2025-06-06,2025-06-08,2025-06-09,2025-06-14,2025-06-14,2025-06-11,5,3,4.05,0,0.0,0.89,5.61,1,308.26,25.72
